Volume_eau,Maladie,Temperature,Produit,Cereales,Rendement,Qtt_produit
139.04,5,22.35,Phyto A,6,85.56,68.06
188.01,2,23.56,Phyto A,3,88.46,92.0
118.13,1,24.03,Phyto A,2,83.08,57.12
346.4,3,18.14,Phyto E,4,91.9,106.9
112.19,2,23.02,Phyto A,5,82.27,62.86
192.34,5,27.84,Phyto B,5,91.44,98.18
285.5,4,12.51,Phyto E,3,90.03,124.81
269.84,2,17.68,Phyto C,4,73.66,64.26
281.61,6,18.92,Phyto E,5,93.91,127.02
285.36,6,22.22,Phyto C,3,78.06,62.38
224.26,3,23.05,Phyto C,1,75.75,78.69
194.98,3,27.82,Phyto A,6,85.23,69.93
153.9,1,27.39,Phyto A,5,86.51,61.26
274.02,4,17.71,Phyto E,2,91.18,93.22
177.56,2,22.87,Phyto A,6,86.43,65.57
100.0,2,23.06,Phyto D,1,65.37,57.68
143.97,4,29.29,Phyto D,3,60.35,65.02
238.51,4,18.93,Phyto C,4,76.45,68.76
126.97,4,29.96,Phyto D,5,64.37,62.42
151.05,3,28.75,Phyto A,5,86.91,99.06
157.47,3,29.8,Phyto A,3,80.66,68.0
104.57,2,20.93,Phyto D,3,63.64,67.77
245.11,1,26.07,Phyto B,1,93.97,100.14
116.58,6,20.82,Phyto D,5,62.75,72.44
231.48,5,33.5,Phyto B,3,89.81,99.76
140.83,2,25.33,Phyto A,4,87.15,70.28
174.96,6,28.16,Phyto B,1,87.7,110.27
240.12,6,31.73,Phyto B,3,91.08,103.85
226.21,1,25.91,Phyto B,3,93.18,102.36
290.0,3,10.31,Phyto E,6,91.82,101.43
145.44,2,25.16,Phyto D,5,67.91,78.38
126.03,6,25.32,Phyto D,2,65.17,44.69
210.91,6,22.47,Phyto C,6,72.18,80.03
103.34,4,25.81,Phyto D,1,62.11,77.17
213.44,2,28.0,Phyto B,5,90.96,96.46
176.25,6,29.69,Phyto B,4,91.47,86.27
197.82,1,22.81,Phyto A,1,84.55,53.21
226.43,2,24.69,Phyto C,1,77.12,87.9
165.32,2,29.88,Phyto A,1,83.83,69.12
144.9,1,24.13,Phyto D,1,60.42,66.74
213.92,4,26.8,Phyto B,1,91.29,116.45
139.1,6,20.37,Phyto D,1,61.93,42.77
273.04,4,24.72,Phyto C,2,70.9,99.49
213.49,4,33.76,Phyto B,1,90.12,89.97
269.87,6,23.08,Phyto C,4,71.4,69.93
156.74,2,22.68,Phyto A,4,85.97,50.86
158.71,4,32.83,Phyto B,5,85.2,116.65
149.07,5,21.02,Phyto A,1,85.11,79.27
240.02,2,24.33,Phyto C,4,78.21,69.9
238.49,4,32.96,Phyto B,4,87.92,91.55
144.24,4,24.43,Phyto D,1,63.44,53.79
197.49,6,28.86,Phyto A,3,88.49,62.07
162.08,1,20.33,Phyto A,1,85.58,91.32
241.49,2,20.72,Phyto C,4,77.43,81.86
234.23,3,21.73,Phyto C,4,78.74,81.88
137.39,3,21.13,Phyto D,4,61.71,44.21
222.54,6,22.67,Phyto C,1,71.23,73.89
218.13,5,33.18,Phyto B,6,85.93,106.69
184.07,4,29.4,Phyto B,2,88.76,86.21
273.54,5,16.55,Phyto C,6,78.15,79.46
147.34,4,22.25,Phyto A,1,89.24,86.23
159.7,3,34.34,Phyto B,6,94.43,112.32
160.58,1,29.26,Phyto B,4,92.56,118.52
267.8,1,17.44,Phyto C,1,75.75,98.34
123.95,6,20.44,Phyto D,2,62.33,49.22
157.47,6,32.65,Phyto B,5,86.64,82.62
107.11,2,26.67,Phyto D,6,68.76,70.03
278.84,5,22.79,Phyto C,4,77.48,63.17
244.69,5,16.91,Phyto C,3,72.61,68.13
199.91,1,29.82,Phyto B,6,92.51,118.35
150.41,4,26.84,Phyto B,2,91.38,97.89
214.03,6,30.32,Phyto B,6,87.12,100.36
164.42,4,27.72,Phyto B,2,85.23,81.65
100.37,2,28.49,Phyto D,2,67.5,77.64
193.69,3,34.4,Phyto B,5,89.75,113.99
178.05,3,34.22,Phyto B,3,89.1,102.59
274.51,1,11.32,Phyto E,1,92.4,127.23
104.4,2,26.82,Phyto D,1,60.01,64.29
143.06,3,23.35,Phyto A,6,81.88,80.44
247.43,4,31.64,Phyto B,4,90.38,102.29
334.3,4,18.31,Phyto E,3,94.44,119.55
317.85,3,16.21,Phyto E,5,91.46,96.27
134.42,2,23.54,Phyto A,2,82.96,74.78
200.45,1,22.49,Phyto C,4,74.24,84.17
237.15,5,27.27,Phyto B,1,89.37,96.83
153.45,4,24.63,Phyto A,4,88.51,70.47
236.28,3,23.88,Phyto C,5,76.36,78.73
118.72,1,24.18,Phyto D,2,62.6,51.17
215.52,2,24.51,Phyto C,2,76.47,72.68
275.78,2,15.86,Phyto E,3,92.54,103.35
295.4,3,23.05,Phyto C,2,71.65,80.33
118.31,6,25.01,Phyto A,5,86.6,89.64
125.6,2,29.06,Phyto A,1,85.18,52.37
299.48,4,18.99,Phyto C,6,73.07,86.31
294.2,1,16.21,Phyto E,4,93.83,122.55
134.49,2,26.67,Phyto A,5,84.13,89.99
126.91,5,27.14,Phyto D,4,66.92,46.87
105.06,5,27.93,Phyto D,5,63.0,66.63
124.04,4,25.69,Phyto D,1,60.05,74.4
141.89,5,27.0,Phyto D,6,69.57,63.18
189.72,2,27.72,Phyto A,1,81.26,90.15
107.24,1,27.37,Phyto D,4,61.45,46.32
128.21,4,25.44,Phyto A,2,85.24,56.97
102.89,3,26.4,Phyto A,1,82.51,78.26
208.62,4,17.87,Phyto C,4,75.1,85.7
219.67,3,33.7,Phyto B,4,87.62,88.22
284.91,5,18.17,Phyto C,1,78.58,66.25
222.88,5,23.03,Phyto C,3,77.28,68.89
155.36,2,26.95,Phyto B,1,85.09,100.15
189.59,1,32.62,Phyto B,5,90.89,85.95
242.76,6,22.68,Phyto C,6,75.63,86.28
147.37,1,27.86,Phyto D,1,69.13,51.14
270.3,4,24.26,Phyto C,5,71.34,83.99
248.8,6,23.13,Phyto C,2,75.36,71.91
233.42,3,34.49,Phyto B,5,93.0,94.93
237.44,4,16.46,Phyto C,5,72.07,95.29
221.98,3,17.87,Phyto C,5,79.02,63.64
210.97,5,34.04,Phyto B,1,89.74,111.04
137.45,6,27.84,Phyto D,3,62.56,55.15
215.26,5,15.9,Phyto C,2,74.77,87.09
327.44,5,11.16,Phyto E,5,92.39,119.53
313.7,4,15.13,Phyto E,6,91.03,129.87
173.48,1,34.4,Phyto B,6,93.09,81.5
279.41,6,17.6,Phyto E,3,92.8,96.05
194.91,1,31.27,Phyto B,5,90.49,92.2
296.48,3,19.94,Phyto E,3,90.82,107.34
121.69,4,21.85,Phyto A,5,83.62,79.23
280.05,5,22.36,Phyto C,5,76.84,97.03
269.98,4,11.38,Phyto E,3,92.84,97.54
139.29,1,27.79,Phyto D,2,63.19,65.99
120.55,5,22.54,Phyto D,5,65.18,51.03
285.79,6,13.21,Phyto E,3,94.1,106.01
203.02,3,20.14,Phyto C,3,78.28,89.45
183.89,1,26.6,Phyto A,1,82.19,97.07
149.47,4,28.59,Phyto A,1,84.9,78.23
188.55,5,23.1,Phyto A,2,80.31,57.27
152.79,4,30.82,Phyto B,4,85.04,107.3
145.2,3,29.08,Phyto D,3,60.93,63.93
258.0,5,13.48,Phyto E,1,90.37,102.13
132.72,2,26.99,Phyto D,4,65.54,46.64
187.25,3,29.8,Phyto A,6,80.76,50.55
286.79,4,19.11,Phyto C,6,74.01,67.12
295.29,1,10.23,Phyto E,4,93.18,117.35
165.1,6,34.43,Phyto B,3,90.71,80.85
284.41,1,15.51,Phyto E,2,90.15,122.64
151.1,4,30.54,Phyto B,5,86.01,106.17
219.46,6,30.22,Phyto B,6,94.9,100.72
244.23,5,29.52,Phyto B,1,86.14,112.64
175.18,1,23.61,Phyto A,1,82.4,76.96
181.98,2,31.09,Phyto B,6,91.71,108.44
176.12,3,21.41,Phyto A,5,84.33,81.2
298.67,6,17.34,Phyto C,6,76.73,75.1
180.53,3,26.98,Phyto A,1,84.42,88.94
348.52,3,18.1,Phyto E,3,91.29,98.04
277.05,4,17.43,Phyto C,6,71.85,91.11
124.53,2,23.99,Phyto A,5,81.52,93.37
156.75,5,31.31,Phyto B,4,94.7,117.54
301.94,5,14.39,Phyto E,6,92.3,92.86
243.01,3,22.14,Phyto C,1,71.15,95.34
280.78,6,15.94,Phyto C,6,72.62,94.35
253.48,3,23.6,Phyto C,2,76.43,84.81
190.17,3,26.1,Phyto A,4,87.1,95.36
240.69,6,24.46,Phyto C,2,77.59,83.99
251.67,2,18.41,Phyto E,1,94.51,129.3
188.48,4,27.73,Phyto B,6,94.26,104.06
192.65,5,27.94,Phyto A,5,88.8,53.53
252.48,2,24.39,Phyto C,5,71.98,84.81
120.21,3,21.69,Phyto D,6,68.73,65.76
220.86,5,28.25,Phyto B,4,93.92,93.4
241.98,1,25.27,Phyto B,5,92.95,94.04
256.32,5,16.31,Phyto C,2,77.4,91.06
114.33,3,25.9,Phyto D,5,67.26,48.34
256.77,4,21.97,Phyto C,3,73.25,76.24
325.78,2,12.58,Phyto E,2,92.23,104.84
289.91,3,13.55,Phyto E,6,92.17,110.0
262.09,2,19.26,Phyto E,6,90.53,128.78
262.86,2,19.33,Phyto E,4,94.98,118.39
296.23,5,19.11,Phyto E,3,93.52,109.78
200.71,1,20.25,Phyto C,4,77.09,88.87
294.32,1,17.49,Phyto C,3,75.74,85.74
111.23,3,22.67,Phyto D,3,68.3,51.28
277.51,1,18.34,Phyto E,2,94.82,110.27
159.92,5,28.89,Phyto A,3,85.45,91.15
234.42,1,15.3,Phyto C,2,78.05,72.86
306.57,2,13.88,Phyto E,5,90.21,117.92
287.44,1,12.08,Phyto E,4,94.45,122.27
144.38,5,22.26,Phyto D,3,67.26,53.53
203.46,1,15.69,Phyto C,4,70.88,63.37
110.46,1,29.54,Phyto D,5,61.42,53.97
176.76,6,23.3,Phyto A,3,81.51,72.5
104.76,5,26.18,Phyto D,1,67.0,71.47
332.02,6,14.18,Phyto E,1,93.21,94.27
221.24,1,17.52,Phyto C,5,72.84,96.6
345.02,5,18.71,Phyto E,5,92.22,108.36
251.06,1,12.48,Phyto E,1,94.46,96.57
289.37,3,23.42,Phyto C,6,76.68,83.47
270.98,1,22.68,Phyto C,5,74.76,77.74
183.21,3,27.37,Phyto A,3,82.21,56.18
340.05,6,13.18,Phyto E,2,93.98,94.0
117.39,2,25.01,Phyto D,4,68.97,67.63
209.62,5,22.42,Phyto C,4,78.11,78.18
231.33,5,16.79,Phyto C,5,75.8,69.25
234.04,1,21.03,Phyto C,5,78.83,84.21
134.58,1,21.92,Phyto A,5,85.25,67.0
146.82,6,25.95,Phyto A,2,86.02,93.11
216.41,4,29.25,Phyto B,6,88.35,111.42
299.75,3,15.67,Phyto C,5,77.71,97.26
111.23,2,26.17,Phyto A,3,83.59,50.69
290.65,1,15.15,Phyto E,2,93.83,100.36
223.7,2,22.2,Phyto C,4,76.31,84.53
100.11,1,23.18,Phyto D,6,61.12,43.05
119.75,3,26.4,Phyto A,2,88.16,68.62
229.86,4,24.25,Phyto C,6,76.64,60.49
107.43,1,28.97,Phyto A,2,88.82,79.86
211.32,2,24.38,Phyto C,6,76.35,62.86
171.25,2,29.57,Phyto B,6,94.86,90.26
190.36,6,27.48,Phyto B,3,85.77,102.31
335.65,4,19.96,Phyto E,6,94.42,123.27
221.17,5,21.46,Phyto C,5,71.11,68.87
180.51,1,27.48,Phyto A,4,80.62,84.34
221.11,1,19.6,Phyto C,3,71.5,81.07
186.49,5,29.14,Phyto A,1,87.0,61.6
172.2,2,27.71,Phyto B,2,89.7,91.43
128.82,3,28.18,Phyto A,6,89.98,79.06
112.56,1,21.47,Phyto D,5,60.82,75.1
259.59,4,22.18,Phyto C,1,73.55,72.73
154.48,6,26.59,Phyto B,2,87.34,109.49
246.34,5,17.79,Phyto C,5,77.03,88.37
188.94,2,24.31,Phyto A,2,84.04,63.59
132.21,4,21.46,Phyto A,3,81.79,89.92
212.55,3,18.04,Phyto C,5,70.8,84.08
348.71,3,10.57,Phyto E,4,92.49,98.48
107.97,5,27.62,Phyto D,3,66.41,72.35
311.56,4,17.62,Phyto E,2,90.66,100.27
285.16,6,18.53,Phyto C,1,79.35,81.67
100.87,1,28.88,Phyto D,2,69.74,52.92
262.76,1,22.18,Phyto C,3,78.29,85.7
324.72,3,10.54,Phyto E,1,90.84,99.77
102.92,4,23.28,Phyto D,3,67.27,68.98
145.01,3,25.59,Phyto D,6,67.99,45.39
103.9,5,26.28,Phyto D,1,61.97,52.03
158.21,6,27.28,Phyto A,6,89.03,99.22
202.33,3,22.91,Phyto C,6,71.99,74.53
249.92,2,28.27,Phyto B,1,90.23,80.59
229.57,3,20.75,Phyto C,6,78.33,83.37
277.59,1,17.55,Phyto E,4,93.0,102.07
348.69,1,18.55,Phyto E,3,93.58,121.46
330.2,2,11.65,Phyto E,3,92.6,113.7
124.47,2,28.7,Phyto A,4,85.3,97.55
134.18,4,28.66,Phyto D,2,68.66,75.84
200.44,6,26.74,Phyto B,1,91.63,81.46
119.62,2,23.44,Phyto D,5,66.22,79.81
120.84,2,26.97,Phyto D,3,63.65,40.64
105.33,6,22.09,Phyto D,4,61.98,77.63
186.14,3,25.62,Phyto A,6,83.99,72.55
342.09,3,12.09,Phyto E,3,94.08,103.74
151.8,3,26.16,Phyto A,2,84.88,64.26
135.23,4,21.29,Phyto A,3,87.64,79.32
148.13,3,26.61,Phyto D,6,63.2,79.11
151.43,3,27.15,Phyto B,5,94.6,118.32
196.71,3,26.56,Phyto B,3,92.25,90.73
308.57,1,16.69,Phyto E,4,91.7,112.87
117.93,4,22.3,Phyto D,2,69.75,70.35
303.53,4,16.69,Phyto E,5,94.68,98.32
107.96,1,24.8,Phyto D,4,69.42,79.65
216.82,6,33.33,Phyto B,2,90.25,115.02
174.89,4,25.85,Phyto B,4,87.15,113.31
207.44,5,25.04,Phyto B,4,85.91,94.72
158.25,6,29.6,Phyto B,1,86.28,95.72
115.67,2,21.03,Phyto D,4,62.25,70.09
253.82,2,23.98,Phyto C,2,79.36,80.59
105.48,5,22.34,Phyto D,5,60.36,50.36
183.39,4,32.55,Phyto B,3,85.82,87.41
224.05,1,24.19,Phyto C,2,70.22,79.08
113.34,6,25.48,Phyto D,4,69.79,75.82
172.03,5,27.02,Phyto A,1,83.93,64.31
323.04,1,19.35,Phyto E,3,93.7,128.91
225.97,3,29.61,Phyto B,4,93.29,102.51
332.57,4,16.91,Phyto E,4,91.46,127.2
264.04,5,12.07,Phyto E,4,91.71,124.28
143.53,6,21.69,Phyto A,2,85.85,57.21
110.05,1,22.18,Phyto D,6,64.66,43.33
214.74,1,28.59,Phyto B,3,90.21,88.18
227.32,4,33.22,Phyto B,2,85.82,104.88
139.96,5,23.6,Phyto D,4,64.11,53.25
144.84,3,20.68,Phyto D,5,66.63,50.52
338.31,1,12.62,Phyto E,5,91.36,117.38
127.38,2,23.08,Phyto A,4,86.61,79.4
181.17,4,22.22,Phyto A,6,84.48,77.52
137.53,4,26.9,Phyto D,5,61.28,71.88
113.16,6,28.79,Phyto D,3,66.71,69.26
264.61,5,15.39,Phyto C,1,71.37,95.41
183.41,6,34.16,Phyto B,3,88.32,117.11
262.27,1,10.58,Phyto E,4,91.43,113.05
191.06,4,21.04,Phyto A,2,80.49,96.3
274.88,4,12.87,Phyto E,3,93.23,109.85
128.98,1,21.55,Phyto A,1,89.9,95.21
130.02,6,28.13,Phyto D,6,65.51,41.82
187.57,2,26.85,Phyto B,3,89.97,100.14
126.88,6,24.32,Phyto D,1,62.12,59.63
147.8,4,26.97,Phyto A,6,89.9,52.78
108.26,1,27.5,Phyto D,6,65.61,40.29
133.33,6,28.22,Phyto A,5,81.16,86.47
229.41,1,28.55,Phyto B,6,85.23,101.34
104.69,5,23.07,Phyto D,6,66.7,40.32
246.18,6,22.67,Phyto C,5,77.19,91.69
107.95,6,25.63,Phyto D,2,61.13,42.6
125.29,6,23.42,Phyto A,4,88.89,51.85
109.67,2,24.7,Phyto D,5,64.25,40.89
260.11,5,14.33,Phyto E,3,94.67,113.81
336.61,5,19.14,Phyto E,3,90.69,94.23
116.37,4,27.89,Phyto D,3,69.32,41.37
147.11,1,22.31,Phyto A,3,81.51,59.79
120.99,3,25.09,Phyto A,6,82.47,86.62
103.69,5,28.93,Phyto D,4,65.42,66.59
200.47,4,28.93,Phyto B,3,92.28,95.24
326.46,1,19.54,Phyto E,2,90.07,90.57
140.68,2,20.91,Phyto D,4,69.98,46.45
141.14,6,23.17,Phyto D,6,69.79,43.99
293.8,2,11.68,Phyto E,3,92.22,122.02
287.98,2,24.99,Phyto C,6,71.92,88.27
180.56,5,34.25,Phyto B,2,87.04,111.36
142.3,4,28.91,Phyto A,1,89.59,78.68
101.14,2,29.81,Phyto D,1,67.67,61.04
196.04,4,28.68,Phyto B,1,91.6,117.24
272.6,1,13.71,Phyto E,5,93.26,116.3
327.63,4,11.46,Phyto E,2,94.41,101.78
207.67,6,31.32,Phyto B,5,89.95,88.55
348.23,5,12.94,Phyto E,2,92.95,98.64
202.21,5,26.04,Phyto B,2,94.43,101.76
100.79,6,26.23,Phyto D,6,65.92,58.05
308.9,6,19.65,Phyto E,1,94.88,101.47
103.04,3,23.04,Phyto D,2,68.88,73.54
284.1,6,16.32,Phyto C,4,76.62,62.21
257.05,1,14.46,Phyto E,3,92.99,90.95
178.27,5,25.08,Phyto B,5,88.47,101.13
329.37,3,18.2,Phyto E,4,94.27,127.34
264.52,6,19.59,Phyto C,5,70.95,76.94
218.27,5,24.66,Phyto C,6,74.93,62.45
101.42,1,24.62,Phyto D,6,66.81,64.0
248.68,4,20.64,Phyto C,6,73.65,93.63
185.46,4,29.99,Phyto A,4,84.37,62.83
231.53,2,23.36,Phyto C,2,79.51,88.19
219.36,1,26.43,Phyto B,2,91.39,90.79
210.7,4,27.31,Phyto B,2,92.87,108.18
204.53,5,16.02,Phyto C,6,71.53,83.5
206.66,5,20.12,Phyto C,4,72.98,91.3
289.14,5,18.53,Phyto C,3,77.16,69.46
121.48,2,23.23,Phyto D,1,64.8,45.11
341.86,5,12.9,Phyto E,4,93.51,106.56
129.74,6,20.57,Phyto D,5,61.92,56.9
121.14,1,20.9,Phyto D,1,66.48,47.64
133.94,2,28.68,Phyto A,3,88.15,67.04
271.91,2,18.12,Phyto E,5,91.01,117.27
224.09,6,20.35,Phyto C,4,70.64,98.84
334.81,3,15.8,Phyto E,6,90.94,106.53
149.94,4,27.68,Phyto D,6,67.56,72.77
113.55,4,23.99,Phyto A,1,87.95,59.38
231.73,6,34.82,Phyto B,3,90.83,80.12
201.21,2,23.44,Phyto C,3,76.12,64.76
238.19,4,26.86,Phyto B,3,89.25,105.07
143.94,4,20.67,Phyto D,6,65.76,67.74
137.83,6,27.28,Phyto D,2,64.9,47.8
341.75,2,12.08,Phyto E,1,90.75,93.75
132.11,5,27.2,Phyto D,2,63.79,59.76
261.28,1,10.03,Phyto E,6,94.95,90.78
157.75,5,27.94,Phyto B,4,89.43,119.08
103.66,6,21.47,Phyto A,2,84.34,75.44
136.33,1,22.03,Phyto D,2,64.7,53.77
343.64,4,12.88,Phyto E,1,93.21,107.88
157.25,5,22.97,Phyto A,2,82.22,68.86
262.01,2,22.34,Phyto C,4,79.09,91.19
223.85,5,32.42,Phyto B,3,92.83,109.69
260.41,4,22.95,Phyto C,3,76.3,85.17
201.22,1,33.72,Phyto B,1,93.43,109.94
225.76,3,25.21,Phyto B,3,94.56,80.49
200.68,4,27.07,Phyto B,5,91.54,111.49
287.21,2,24.29,Phyto C,3,73.49,81.77
246.62,5,15.7,Phyto C,1,76.68,67.42
304.31,1,13.7,Phyto E,5,91.93,100.57
180.09,4,23.94,Phyto A,6,82.19,68.15
268.98,6,15.93,Phyto C,4,77.99,65.05
276.08,4,16.83,Phyto E,3,90.42,121.48
162.88,6,26.84,Phyto A,3,87.7,56.22
146.36,1,21.88,Phyto A,1,81.49,78.96
342.76,5,18.23,Phyto E,4,92.36,96.63
120.27,6,28.7,Phyto A,3,87.47,50.71
132.14,3,26.71,Phyto D,2,64.03,52.76
103.52,5,20.93,Phyto D,1,69.55,79.61
129.78,1,25.37,Phyto D,3,66.72,68.05
247.2,5,32.3,Phyto B,1,89.66,108.51
143.33,6,23.18,Phyto D,6,64.31,63.71
195.71,1,28.86,Phyto B,4,89.47,99.85
288.16,4,24.9,Phyto C,1,70.31,66.67
108.26,5,29.73,Phyto A,6,85.39,92.4
300.06,5,10.16,Phyto E,3,92.3,113.1
239.21,4,27.39,Phyto B,5,86.85,97.06
322.97,2,13.3,Phyto E,3,93.11,108.59
173.63,6,21.63,Phyto A,3,81.7,56.33
220.22,2,21.41,Phyto C,2,76.14,91.84
120.04,6,23.8,Phyto D,5,67.12,70.7
228.35,2,29.59,Phyto B,4,85.17,117.53
308.07,3,16.21,Phyto E,6,94.26,99.79
169.31,2,32.78,Phyto B,2,93.83,100.05
222.89,2,33.02,Phyto B,1,90.57,95.33
135.54,6,24.56,Phyto A,3,88.18,59.26
130.1,1,22.15,Phyto A,3,84.34,82.01
239.32,3,28.21,Phyto B,1,87.6,90.23
199.67,4,25.95,Phyto A,3,88.46,66.07
283.5,3,16.27,Phyto E,4,92.67,103.47
174.34,1,34.83,Phyto B,6,87.36,114.39
220.76,3,28.02,Phyto B,5,88.8,115.07
248.23,4,32.94,Phyto B,5,90.14,92.74
181.95,2,28.41,Phyto A,4,84.97,53.93
277.3,1,22.17,Phyto C,3,78.69,99.71
243.8,2,23.37,Phyto C,6,79.57,96.24
112.02,6,29.09,Phyto D,6,62.51,48.79
108.44,5,25.87,Phyto D,4,68.73,60.34
203.98,2,16.89,Phyto C,4,78.44,65.82
140.09,5,28.05,Phyto D,6,60.34,43.26
158.07,5,29.07,Phyto B,4,89.44,100.83
116.14,2,26.32,Phyto D,6,68.68,46.34
160.48,4,34.04,Phyto B,1,85.39,102.32
214.58,2,26.27,Phyto B,5,91.74,81.28
143.02,1,22.29,Phyto D,5,69.41,59.67
281.31,5,17.28,Phyto C,1,73.52,64.65
197.43,1,24.7,Phyto A,5,85.18,86.75
111.0,1,23.05,Phyto D,1,64.53,41.19
165.19,4,26.82,Phyto A,3,86.51,53.49
270.58,5,14.37,Phyto E,2,90.64,102.45
166.4,3,34.98,Phyto B,3,92.04,99.77
192.09,2,25.2,Phyto A,4,84.35,66.28
146.9,1,23.83,Phyto D,4,64.75,51.08
126.17,3,26.16,Phyto A,6,87.56,68.35
218.12,4,20.06,Phyto C,1,75.14,80.55
248.22,1,15.35,Phyto C,6,74.19,98.85
186.91,6,23.53,Phyto A,2,89.37,63.14
114.87,3,21.4,Phyto D,2,63.7,74.86
105.07,1,27.66,Phyto D,5,68.57,51.06
269.05,5,18.09,Phyto C,6,76.35,82.08
320.88,5,15.43,Phyto E,4,92.62,108.63
205.7,6,23.62,Phyto C,5,77.73,85.89
176.13,5,24.34,Phyto A,2,82.83,55.29
183.72,3,32.8,Phyto B,2,87.19,82.74
143.4,4,21.73,Phyto A,1,88.83,99.94
264.83,2,18.37,Phyto E,2,93.35,123.74
216.33,3,24.27,Phyto C,2,72.82,99.87
123.9,4,25.16,Phyto A,5,82.0,62.18
340.81,4,10.83,Phyto E,3,92.77,96.85
220.34,6,19.95,Phyto C,4,73.46,64.77
119.94,1,20.99,Phyto D,6,61.07,51.21
279.82,5,11.88,Phyto E,6,91.12,97.41
136.46,6,23.52,Phyto D,1,64.23,45.16
123.24,4,20.11,Phyto A,6,82.93,67.38
152.48,1,32.64,Phyto B,2,89.55,87.06
336.62,4,12.63,Phyto E,3,91.06,101.37
231.35,2,26.22,Phyto B,5,92.92,89.3
265.65,5,10.23,Phyto E,5,92.79,98.16
101.14,4,23.27,Phyto A,6,83.43,82.04
289.81,5,20.6,Phyto C,4,78.55,77.71
149.54,1,23.22,Phyto D,4,67.89,43.31
136.0,5,27.28,Phyto D,1,64.34,70.31
149.27,4,24.35,Phyto A,6,89.91,78.2
132.28,2,21.82,Phyto D,2,69.03,58.78
310.02,6,13.67,Phyto E,2,91.08,112.95
